,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
2173434,tCvfa,r1r5/5pkp/p3p1p1/Pb6/1P2N3/R7/3R1PPP/6K1 w - - 1 29,e4d6 c8c1 d2d1 c1d1,600,103,91,354,backRankMate endgame mate mateIn2 short,https://lichess.org/PFFIvGYL#57
1447521,alb3E,8/p2P1pk1/4p1p1/1B1r3p/1P6/8/b5PP/R6K w - - 3 40,a1a2 d5d1 b5f1 d1f1,600,83,100,330,backRankMate endgame mate mateIn2 short,https://lichess.org/kzgkAGP2#79
449819,BPii8,1k1r4/pppN1p2/3b3p/3P4/2P4r/1P3n2/P4PPP/4RR1K b - - 5 24,d8d7 e1e8 d7d8 e8d8,600,101,88,366,backRankMate endgame mate mateIn2 short,https://lichess.org/bKUxn3F5/black#48
449825,BPj28,2r3k1/p6p/3q2p1/4b3/P2p4/1P1NpQ2/2P3P1/5R1K b - - 3 39,c8f8 f3f8 d6f8 f1f8 g8f8 d3e5,600,82,87,133,crushing endgame long,https://lichess.org/H5XasNDU/black#78
449841,BPkXw,r3r1k1/1p2qpp1/2pp1n1p/p1n2b2/2P1P3/2N3Q1/PPB2PPP/R3R1K1 w - - 0 17,e4f5 e7e1 a1e1 e8e1,600,100,91,136,backRankMate mate mateIn2 middlegame short,https://lichess.org/cOSVzbCC#33
1073776,RHFNT,1B6/1bp2kpp/5p2/2p5/P1P5/3PR1P1/3r1P1P/6K1 w - - 0 26,b8c7 d2d1 e3e1 d1e1,600,112,68,253,endgame mate mateIn2 short,https://lichess.org/Z4Uj9FYY#51
2303235,wVz3p,r4r1k/pp5p/3Q4/6p1/6q1/3P2Bn/PPP3K1/R4R2 b - - 13 28,f8f2 f1f2 h3f4 f2f4,600,80,100,78,crushing middlegame short,https://lichess.org/w3hFd8wa/black#56
2106438,rWDS0,2N5/3r4/4qk2/1P6/5pQ1/6pP/5bP1/3R3K w - - 13 53,g4e6 f6e6 d1d7 e6d7,600,109,90,329,crushing endgame short,https://lichess.org/jymHso3u#105
1367226,YjpyQ,2r5/1R1R1ppk/7p/4b3/8/7P/P5P1/7K w - - 3 36,a2a4 c8c1 d7d1 c1d1,600,82,96,572,endgame mate mateIn2 short,https://lichess.org/xvuXdZUn#71
2337815,xOctr,4r1k1/1Q3p1p/6p1/1p2r3/8/1PP5/1P4PP/1q3R1K w - - 0 29,f1b1 e5e1 b1e1 e8e1,600,92,80,542,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/kQIog8dq#57
1151458,TFvyj,r2qr1k1/pp3pbp/2p2np1/4N3/2P1P3/2NQ4/PP3PPP/R2R2K1 b - - 0 14,e8e5 d3d8 a8d8 d1d8,600,108,92,554,advantage kingsideAttack middlegame short,https://lichess.org/POrQ3uSZ/black#28
988989,P76pi,3rr1k1/ppp1qppp/2n2N2/2P2b2/5P2/P3Q3/1P4PP/RB2R1K1 b - - 5 21,e7f6 e3e8 d8e8 e1e8,600,84,100,201,backRankMate mate mateIn2 middlegame short,https://lichess.org/x3Pm5YX2/black#42
1447562,alf0Q,5r1k/ppp2Qpp/1b6/3p4/8/2P4P/PP5K/4R3 b - - 0 31,f8f7 e1e8 f7f8 e8f8,600,107,83,271,backRankMate endgame mate mateIn2 short,https://lichess.org/1xkY72zR/black#62
1530727,cscFW,5r2/1p2N1kp/8/1p6/8/8/PP4PP/3R1r1K w - - 1 35,d1f1 f8f1,600,87,100,49,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/iW3WqdR5#69
68192,1jZPN,2q1rrk1/1p3p1p/p1p1pnp1/P1Pp4/1P1P1P2/3PR1PP/1Q4BK/5R2 w - - 1 28,h3h4 f6g4 h2g1 g4e3,600,107,80,317,crushing fork middlegame short,https://lichess.org/s5Y69SuF#55
68194,1jZaM,2k3r1/pp3q2/2n1p2p/3pP3/2pP2r1/2P5/PPQN3P/5R1K w - - 0 25,f1f7 g4g1,600,107,65,251,endgame master mate mateIn1 oneMove,https://lichess.org/ky22V7wH#49
161540,468Rd,6k1/1R3ppb/p1r1p2p/3pP3/4nP2/P3P2P/2P1B2K/8 b - - 0 29,c6c2 b7b8 c2c8 b8c8,600,85,73,60,backRankMate endgame mate mateIn2 short,https://lichess.org/71mpELWT/black#58
444425,BHLgp,1k1r4/1p4p1/p2Q1p2/1q4r1/1PRBP2p/P2P3P/6P1/2R3K1 b - - 0 28,d8d6 c4c8,600,95,95,902,endgame mate mateIn1 oneMove,https://lichess.org/qAHFvHO4/black#56
449789,BPgFV,7r/p7/4k3/3r4/8/P1B3Pp/5P1P/3R2KB w - - 4 40,c3h8 d5d1,600,104,75,268,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/vmEKN6AI#79
780355,JnhXY,2B2Q1k/pp4pp/8/8/1q2P3/8/P6P/5R1K b - - 0 32,b4f8 f1f8,600,110,70,82,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/z0yEoqvr/black#64
310005,7sozF,8/8/1K2k3/P4p2/4P3/8/8/8 b - - 1 56,f5e4 a5a6 e4e3 a6a7 e6f5 a7a8q,600,99,94,278,advancedPawn crushing endgame long pawnEndgame promotion,https://lichess.org/1zu7ejVH/black#112
2107530,rXsEI,2r5/3k2p1/1pqnp2p/p2p1b2/3P4/Q3PP2/PP2NNPP/5RK1 w - - 4 26,f1c1 c6c1 e2c1 c8c1,600,98,89,607,advantage middlegame short,https://lichess.org/ho6eNKyp#51
1028640,Q85Oj,1n2r3/p5pp/8/2pB3P/3p3R/5PP1/PPP2kbR/1K6 w - - 9 34,f3f4 e8e1,600,98,79,575,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/SIpYcqxp#67
1073818,RHJE0,1k3r2/1pp3p1/p2pB3/3P4/8/2PQ4/P4rPP/1q5K w - - 0 27,d3b1 f2f1 b1f1 f8f1,600,83,92,516,backRankMate endgame fork mate mateIn2 short,https://lichess.org/5fQ5AbUP#53
989086,P7FJy,3r1r2/pR4pk/4pp2/8/3N3P/P5b1/1P2RPP1/6K1 w - - 0 26,d4e6 d8d1 e2e1 d1e1,600,82,100,337,endgame mate mateIn2 short,https://lichess.org/S48wPABT#51
830844,L5cg4,2r3k1/5ppp/8/8/1p2p3/1Pn1P3/R3NPPP/2R2K2 b - - 0 28,c3a2 c1c8,600,84,100,263,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/KaOzXXFL/black#56
2063104,qPs4x,3r1bk1/1q1Rn2p/1Np2pp1/2P1p3/4P3/4BN2/PP3PPP/6K1 w - - 0 23,d7b7 d8d1 f3e1 d1e1,600,91,68,181,backRankMate mate mateIn2 middlegame short,https://lichess.org/oSEE8XTf#45
265722,6kXHx,8/4kppp/8/PP6/3b4/4p3/5PPP/2R3K1 w - - 0 37,f2e3 d4e3 g1f1 e3c1,600,107,85,183,advantage endgame fork short,https://lichess.org/Py6o1JPd#73
2003028,osMeR,8/1p6/pkb5/8/5Q1P/6P1/P3rP2/6K1 w - - 3 35,h4h5 e2e1 g1h2 e1h1,600,108,62,174,endgame mate mateIn2 short,https://lichess.org/kp4BobpF#69
1446093,ajM0w,8/2p1kp2/3p1q2/3P2Q1/8/PP6/7K/8 w - - 6 52,g5f6 e7f6,600,125,20,32,crushing endgame oneMove,https://lichess.org/EChDf45U#103
693427,HbHg8,r1bq3k/ppp1nBp1/2np1b1B/7Q/4P3/1R3N2/P4PPP/5RK1 b - - 0 17,g7h6 h5h6,600,85,33,170,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/BAaYJacY/black#34
1151329,TFhSr,8/8/3k4/5P2/8/r2p2RP/5PP1/6K1 w - - 2 57,g1f1 a3a1,600,107,77,361,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/oYPdgKNU#113
830843,L5cOL,4r1k1/pp2P1p1/6P1/8/8/6KP/P1n5/3R4 b - - 0 38,e8e7 d1d8 e7e8 d8e8,600,87,75,406,endgame mate mateIn2 short,https://lichess.org/56jdRj8Y/black#76
1151346,TFjq0,6k1/5ppp/8/p4r2/4qP2/1rN3P1/K1P4P/3Q3R b - - 1 30,b3c3 d1d8 e4e8 d8e8,600,107,91,382,endgame mate mateIn2 short,https://lichess.org/LrgGHstK/black#60
1856829,lADxd,2r5/1p1R3p/p4pk1/5p2/1P3bpP/P2R4/5PP1/6K1 w - - 0 38,d7b7 c8c1 d3d1 c1d1,600,86,74,293,endgame mate mateIn2 short,https://lichess.org/ifT8SV1b#75
1151351,TFkEG,rn4k1/pp2Qppp/2q3n1/8/2pR4/8/PPP2PPP/5RK1 b - - 0 20,g6e7 d4d8 c6e8 d8e8,600,100,94,589,backRankMate endgame mate mateIn2 short,https://lichess.org/3wTmMGCR/black#40
2338959,xQTbP,r4Q1k/1p4pp/pqp5/8/P7/2P3PP/1P4PK/5R2 b - - 2 30,a8f8 f1f8,600,108,68,128,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/hX7OdNoq/black#60
1367333,Yk0uh,3r4/3r2k1/pN1Rb3/1p3p1p/1P3K2/P7/4R1PP/8 w - - 0 39,e2e6 d7d6 e6d6 d8d6,600,98,52,60,advantage endgame short,https://lichess.org/O2BMJ3CM#77
1447476,alWvZ,5rk1/ppr2ppp/4b3/8/8/P3P3/1P1RB1PP/K2R4 b - - 2 23,f8c8 d2d8 c8d8 d1d8,600,108,60,144,backRankMate endgame mate mateIn2 short,https://lichess.org/992M4Vta/black#46
693357,HbAZS,k1Q4r/pp3p2/6p1/1P4B1/P3qPPp/7P/5R2/2R3K1 b - - 0 28,h8c8 c1c8,600,97,74,221,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/Gm8NCi3E/black#56
1887503,lwAon,2Rb2k1/5ppp/pq2p3/4P3/1p1Pn3/4BNP1/P6P/5RK1 b - - 2 30,b6b7 c8d8,600,101,77,593,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/qwFC9588/black#60
68168,1jXBh,1r4k1/1Q3ppp/p7/8/1P2r3/P3P1PP/5P2/2R2K2 b - - 0 27,b8b7 c1c8 e4e8 c8e8,600,105,41,143,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/EshjtBw3/black#54
780203,JnREH,4r3/pppk2pp/2n5/3p1N2/3Pr3/2P5/PP3PPP/R3R1K1 w - - 1 20,f5g7 e4e1 a1e1 e8e1,600,92,73,67,backRankMate endgame mate mateIn2 short,https://lichess.org/9Za9YMTL#39
136930,3TiKf,8/2p5/ppk1p3/8/1P2q3/P2N1RPp/2P4P/6K1 b - - 3 34,e4f3 d3e5 c6d5 e5f3,600,106,89,425,crushing endgame fork short,https://lichess.org/jZxPHppF/black#68
1367728,Ykd5g,1R6/6pk/4p3/r1N1N3/1p6/8/5PPP/6K1 w - - 2 35,e5d3 a5a1 d3c1 a1c1,600,103,71,355,backRankMate endgame mate mateIn2 short,https://lichess.org/RRK6mmRL#69
1917835,miI55,8/3k4/r3p2p/3p2p1/1b1P1p2/7P/5PPB/1R4K1 w - - 0 33,b1b4 a6a1 b4b1 a1b1,600,86,91,172,backRankMate endgame mate mateIn2 short,https://lichess.org/SHGGgpUv#65
448765,BO0kE,rn2r1k1/pp2Bppp/4p3/8/8/2N5/PPP1KPPP/3R3R b - - 0 17,e8e7 d1d8 e7e8 d8e8,600,100,73,95,backRankMate endgame mate mateIn2 short,https://lichess.org/YtpMgHZw/black#34
448779,BO1iC,6rk/pp1Q3p/2pp1p2/5Pq1/3PP3/2P4P/P7/R5rK w - - 0 28,a1g1 g5g1,600,89,86,86,endgame master mate mateIn1 oneMove,https://lichess.org/03bbalsl#55
875012,MDVjt,r2qkbr1/p3np1p/6p1/1p1pQ3/8/P3P3/1P2KPPP/RNBR4 w q - 0 14,d1d5 d8d5 e5d5 e7d5,600,81,100,615,crushing middlegame short,https://lichess.org/ZmPCAaOu#27
1750413,iSKYl,3r1Q1k/1b4pp/1q6/p7/1p2p3/4N3/PP4PP/R1B2R1K b - - 2 28,d8f8 f1f8,600,80,97,663,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/tnxbU7oH/black#56
188280,4mCgA,4r3/p1b3kp/2P3p1/5p2/P1Q5/5B1P/5PP1/1R5K w - - 0 34,b1b7 e8e1 c4f1 e1f1,600,100,71,97,endgame mate mateIn2 short,https://lichess.org/2TMoSU1t#67
780263,JnYcy,3rR1k1/p1p2pp1/1p5p/8/1P1r4/P2B2KP/2P3P1/4R3 b - - 1 26,d8e8 e1e8,600,87,84,172,endgame mate mateIn1 oneMove,https://lichess.org/vchXUEhY/black#52
1491250,bsRgg,r3kb1r/1pp2ppp/2Nnp1b1/pB1p4/P2P1PP1/1K2P2P/1P3q2/RNBQ3R b kq - 0 16,b7c6 b5c6 e8d8 c6a8,600,105,91,393,advantage fork middlegame short,https://lichess.org/BT3Wq00Q/black#32
989510,P7uAg,r1R3k1/p4p1p/4pBp1/3n4/4r3/1B3P2/6PP/2R3K1 b - - 2 31,a8c8 c1c8,600,104,76,262,endgame master mate mateIn1 oneMove,https://lichess.org/wgTNUAbl/black#62
2175182,tFh9N,8/4k1p1/5p2/5P1p/r2pK2P/3R1PP1/8/8 b - - 2 44,e7d6 d3d4 a4d4 e4d4,600,106,89,577,crushing endgame rookEndgame short,https://lichess.org/mHGc4fsn/black#88
67881,1j4sx,7k/p5b1/3p2Bp/4p1p1/4P3/PrP5/5PPP/3R2K1 w - - 1 35,d1d6 b3b1 d6d1 b1d1,600,104,81,251,backRankMate endgame mate mateIn2 short,https://lichess.org/hPJG3Pk2#69
17099,0QwJU,6k1/3r1ppp/p7/1p6/1Bb5/PP6/2R3PP/4K3 b - - 0 29,c4e6 c2c8 d7d8 c8d8,600,88,82,82,backRankMate endgame mate mateIn2 short,https://lichess.org/3ThQoeuw/black#58
1788771,jQzDZ,3r2k1/1pq2npp/p3b3/8/4R3/P3Q3/1PP2PPP/5BK1 b - - 2 24,e6f5 e4e8 d8e8 e3e8,600,102,85,77,mate mateIn2 middlegame short,https://lichess.org/EaDZ51Ld/black#48
1491219,bsPGQ,3r3k/3r1pp1/p1n5/8/2N5/2P1PQ2/PB3PPP/R5K1 w - - 5 24,f3c6 d7d1 a1d1 d8d1,600,106,88,417,backRankMate endgame mate mateIn2 short,https://lichess.org/PBlCmMX9#47
2269157,ve3z5,8/6kp/6p1/8/P3p1PP/3qQ3/7K/8 w - - 1 47,e3d3 e4d3 a4a5 d3d2,600,100,92,407,advancedPawn crushing endgame master short,https://lichess.org/MQjQshga#93
1150446,TECgc,8/5pk1/3b3p/4p1p1/Np2P3/1P3PP1/P4K2/8 w - - 0 45,a4b6 d6c5 f2e2 c5b6,600,106,83,690,crushing endgame fork short,https://lichess.org/UrLepG89#89
2175189,tFhz5,6k1/2R1K2p/4Npp1/8/6P1/8/p7/3r4 b - - 5 50,a2a1q c7c8 d1d8 c8d8,600,108,75,436,endgame mate mateIn2 short,https://lichess.org/zBhUEKth/black#100
780320,JneaK,6k1/1p1R1p2/p3ppp1/8/1P6/r4N2/5PPP/6K1 w - - 0 26,d7b7 a3a1 f3e1 a1e1,600,110,60,86,backRankMate endgame mate mateIn2 short,https://lichess.org/ZGbtrGB4#51
1075116,RJZFh,4r2k/p5p1/7p/3Q4/1P6/4q3/P5PP/1R4K1 w - - 0 32,g1h1 e3e1 b1e1 e8e1,600,97,84,458,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/i7ooTqBl#63
1368283,YlVlw,5rk1/pb2qppp/1p3n2/3p4/8/1PQ1P3/PB2BPPP/2R3K1 b - - 2 19,f8c8 c3c8 b7c8 c1c8,600,90,80,316,crushing middlegame short,https://lichess.org/JGahWvdX/black#38
874987,MDTWv,3rk3/ppp3pn/1b5p/4PR2/8/8/PPP3PP/R1B4K w - - 1 22,b2b3 d8d1 f5f1 d1f1,600,109,93,352,backRankMate endgame mate mateIn2 short,https://lichess.org/QzxWDdTv#43
2106666,rWZ6g,6k1/R5p1/6P1/5P2/p3r2p/8/1KP5/8 b - - 1 41,h4h3 a7a8 e4e8 a8e8,600,83,88,403,endgame mate mateIn2 rookEndgame short,https://lichess.org/kQUvaEl3/black#82
66645,1hDRV,5r1k/p1p1q2p/1p3b2/5p1Q/2P4R/P7/1P3RPP/7K w - - 4 28,h4h3 e7e1 f2f1 e1f1,600,107,80,127,endgame fork mate mateIn2 short,https://lichess.org/d2FqzFmW#55
266270,6lNHg,5r1k/4p2p/3p2p1/1p3r2/1RP5/8/1P4PP/q5QK w - - 0 30,g1a1 f5f1 a1f1 f8f1,600,101,71,128,backRankMate endgame fork mate mateIn2 queenRookEndgame short,https://lichess.org/MGlag5Hu#59
1811952,k1Yir,6k1/3r1ppp/4p3/p7/1p2n3/1K6/P4PPP/2R5 b - - 1 32,e4f2 c1c8 d7d8 c8d8,600,97,70,398,backRankMate endgame mate mateIn2 short,https://lichess.org/21ci3VcW/black#64
2338733,xQ5zV,3r2k1/5ppp/4p3/RPn5/8/4P2P/3N1PP1/6K1 b - - 0 27,d8d2 a5a8 d2d8 a8d8,600,102,76,338,backRankMate endgame mate mateIn2 short,https://lichess.org/JwbAUj3N/black#54
1811946,k1YKZ,r2q1Q1k/pp4pp/2p5/2p5/3nP3/1P1P3P/b1P2RP1/5RK1 b - - 4 22,d8f8 f2f8 a8f8 f1f8,600,106,88,148,backRankMate endgame mate mateIn2 short,https://lichess.org/zwJqY53F/black#44
1146400,T7rHr,1r4k1/4Rppp/p4B2/3p1b2/8/8/P1P2PPP/6K1 w - - 1 22,f6d4 b8b1 e7e1 b1e1,600,104,68,343,backRankMate endgame mate mateIn2 short,https://lichess.org/DZYnGYIR#43
2269188,ve6pv,4r1k1/ppp2ppp/2p5/8/8/1P4Pb/PbPP1P1P/1R2N1K1 w - - 0 19,b1b2 e8e1,600,93,90,195,endgame hangingPiece kingsideAttack mate mateIn1 oneMove,https://lichess.org/f04Xexlb#37
1369291,YnAdR,5rk1/ppp1q1p1/3p4/4prp1/2P3Q1/P2Pn3/1P3PPP/3R1R1K w - - 0 19,f2e3 f5f1 d1f1 f8f1,600,98,88,472,backRankMate endgame mate mateIn2 short,https://lichess.org/dEs0AIfP#37
266237,6lLgP,2r1r1k1/5p1p/3pp1p1/Rp6/1P1qP3/R1P5/1P3PPP/6K1 w - - 0 25,c3d4 c8c1,600,107,84,811,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/MdJIxELh#49
1491268,bsTxx,5r1k/p5p1/1p5p/8/3pR3/PPqB4/K1P5/8 b - - 7 38,f8f2 e4e8 f2f8 e8f8,600,101,93,483,endgame mate mateIn2 short,https://lichess.org/bSIz75Oq/black#76
359732,98Mvx,1r1qk2r/1b3p2/4p1pp/1Bn1Pn2/5P2/8/PPPQ2PP/2KR3R b k - 0 19,e8f8 d2d8 b8d8 d1d8,600,93,82,160,advantage middlegame short,https://lichess.org/LBf1NPxc/black#38
266214,6lJXd,2b3k1/5ppp/2N1p3/3pP3/1p4P1/4P2P/1P6/6K1 b - - 1 26,b4b3 c6e7 g8f8 e7c8,600,81,100,65,crushing endgame fork short,https://lichess.org/OTOPlKA3/black#52
1530234,crqCf,3r4/5pkp/8/4bQ2/2p1Q3/7P/5PP1/1R1q2K1 w - - 3 32,b1d1 d8d1 e4e1 d1e1,600,111,79,201,endgame mate mateIn2 short,https://lichess.org/VrqulvSC#63
2175153,tFdpY,4r3/p1p4k/Pp1p2b1/1P4Rp/2P3p1/5pP1/3Q1P1P/4q1KB w - - 4 46,d2e1 e8e1,600,106,79,356,endgame kingsideAttack master mate mateIn1 oneMove,https://lichess.org/tKjjKz69#91
448738,BNwtW,r2qkb1Q/p1p2p1p/2p1b1p1/8/2p5/8/PPP1RPPP/R1B3K1 w q - 1 13,h8h7 d8d1 e2e1 d1e1,600,107,74,655,fork mate mateIn2 middlegame short,https://lichess.org/hF1XXeJG#25
1371992,YrTLB,5r1k/6pp/2p1R3/p7/5P2/7P/P1P3PK/8 b - - 0 26,f8f4 e6e8 f4f8 e8f8,600,93,90,140,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/nPkBuOSR/black#52
1368288,YlW25,2r3k1/5pp1/3q3p/8/8/8/1P4PP/3Q3K w - - 0 32,d1d6 c8c1 d6d1 c1d1,600,98,85,740,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/vZPUDjLw#63
694493,Hd0iN,4r1k1/5p2/pn6/1p1p2pN/6P1/5P2/P1P5/2R3K1 b - - 1 33,g8h7 h5f6 h7g6 f6e8,600,110,72,367,crushing endgame fork short,https://lichess.org/jZY3OumG/black#66
1074005,RHcJW,r2R2k1/2Q2ppp/1p2q3/2n5/4p3/7P/5PPN/6K1 b - - 3 30,a8d8 c7d8 e6e8 d8e8,600,98,93,438,endgame mate mateIn2 short,https://lichess.org/FE6OwqEd/black#60
989428,P7m9H,3b4/5pk1/2P1p1p1/1R2P1P1/2pnr3/5NBp/5P1P/6K1 w - - 0 39,f3d4 e4e1,600,97,69,256,endgame master mate mateIn1 oneMove,https://lichess.org/vE4LrUFs#77
448864,BO9jT,6k1/1pp2pp1/2b1p2p/p7/P1q1P3/2P3P1/4B1PP/3Q1K2 b - - 4 26,c4e4 d1d8 c6e8 d8e8,600,94,57,188,advantage endgame short,https://lichess.org/yuPsZsID/black#52
1150490,TEGGa,1r1R2k1/5ppp/p3p3/1q2P3/2p5/1NPQ4/PP4PP/7K b - - 1 29,b8d8 d3d8 b5e8 d8e8,600,108,75,143,endgame mate mateIn2 short,https://lichess.org/p7Q3ekQ7/black#58
694331,HcjLv,7k/1pp3p1/p2q3p/3p1B2/3P3b/2P4P/PP2Q1P1/6K1 b - - 5 29,b7b6 e2e8 d6f8 e8f8,600,95,67,81,endgame mate mateIn2 short,https://lichess.org/CDvgL5H3/black#58
136977,3ToSv,6k1/p4p1p/6p1/1P6/2r5/3p4/P4PPP/3R2K1 w - - 0 28,d1d3 c4c1 d3d1 c1d1,600,103,85,198,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/JZC9MuJU#55
1811889,k1SfW,1b1r4/1R5p/P1k1p1p1/8/8/4P3/5PPP/6K1 w - - 2 38,b7h7 d8d1,600,86,85,114,endgame mate mateIn1 oneMove,https://lichess.org/GugUpcIo#75
2303146,wVrT6,6k1/1pN5/p7/8/P7/4p3/6PP/1r1r1RK1 w - - 3 43,f1d1 b1d1,600,87,53,151,endgame mate mateIn1 oneMove,https://lichess.org/kFsbZgkZ#85
2106581,rWQV9,7k/p5p1/1p1Q3p/3P4/2P5/1N6/P2N1qPP/5r1K w - - 0 37,d2f1 f2f1,600,105,80,123,endgame mate mateIn1 oneMove,https://lichess.org/vqopEAft#73
1622353,fCu1V,8/1p6/p5Bp/2P1k2P/4bp1P/2P2p2/1P3K2/8 w - - 4 45,g6e4 e5e4,600,102,76,145,crushing endgame oneMove,https://lichess.org/6REvoc1b#89
2001284,opeI8,4r1k1/pp3p1p/5Qp1/2p4b/2P5/8/PPB4P/1K6 w - - 0 34,f6d6 e8e1 c2d1 e1d1 d6d1 h5d1,600,81,100,519,crushing endgame fork long,https://lichess.org/FTDcf8H5#67
449194,BOfp4,6k1/p4pp1/4p1p1/3p4/4nP2/P4N1R/2r2qPP/6QK b - - 3 25,c2c1 g1c1 f2c5 c1c5,600,81,97,721,crushing endgame hangingPiece short,https://lichess.org/U25GXIVG/black#50
2062171,qOPML,3r2k1/R4ppp/4p3/4r3/8/8/P4PPP/5RK1 b - - 0 29,d8d2 a7a8 d2d8 a8d8,600,97,85,238,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/AJjsZgrR/black#58
1367820,YkmLx,3r2k1/pb3pp1/1p2p3/3r3p/4q2P/6R1/PPP1QPP1/1K2R3 w - - 0 27,e2e4 d5d1 e1d1 d8d1,600,101,77,190,backRankMate endgame master mate mateIn2 short,https://lichess.org/w5CKGPEU#53
1739470,iB5l7,4R3/p5pk/3r3p/8/8/P7/1P3PPP/6K1 w - - 2 38,e8e2 d6d1 e2e1 d1e1,600,91,78,181,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/A64ZKQEV#75
1150826,TEqXP,1r2Q1k1/5ppp/3q4/8/8/6P1/P3R1KP/8 b - - 1 39,b8e8 e2e8 d6f8 e8f8,600,102,91,410,advantage endgame queenRookEndgame short,https://lichess.org/5LXNkLGz/black#78
2062170,qOPJP,1k1r4/1b1r4/pp2QR2/6p1/1PP4P/8/5P1P/R5K1 w - - 1 35,e6f5 d7d1 a1d1 d8d1,600,82,80,242,endgame mate mateIn2 short,https://lichess.org/zmXGBQvq#69
2047817,q1e8M,r5k1/p5pp/bp6/2q1N3/3R4/8/2Q3PP/3R2K1 b - - 0 29,c5c2 d4d8 a8d8 d1d8,600,92,73,227,endgame mate mateIn2 short,https://lichess.org/djYaDlvG/black#58
1447378,alN7X,3r1Q1k/6pp/1p2p3/p1p5/2P1P3/P2P2PK/1q5P/5R2 b - - 4 26,d8f8 f1f8,600,87,100,105,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/zCiNATTe/black#52
1150834,TErEH,2r2k2/5p1p/4pPp1/p3P3/r5P1/3R3P/1P6/1K1R4 b - - 1 40,a4b4 d3d8 c8d8 d1d8,600,114,57,72,endgame mate mateIn2 rookEndgame short,https://lichess.org/JfLO2RkZ/black#80
989290,P7YEr,4Q2k/6pp/4p3/2bp4/8/6P1/1r2q1BP/5R1K b - - 5 29,c5f8 f1f8,600,106,63,133,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/1I4h18lT/black#58
449258,BOlTF,2r3k1/1b1p1p1p/pq1P2p1/1p3p2/5P2/1P3N2/PB2R1PP/4R2K b - - 4 24,b7f3 e2e8 c8e8 e1e8,600,103,85,203,endgame kingsideAttack mate mateIn2 short,https://lichess.org/Xf90kJvR/black#48
1771653,izouR,7k/pp1q2pp/5n2/4p3/P1P1P3/3r3N/5PQ1/2R1R1K1 w - - 3 27,c1d1 d3d1 e1d1 d7d1,600,96,95,475,crushing middlegame short,https://lichess.org/sEfzqhe3#53
1918021,miYxI,7k/6p1/R5P1/7P/8/8/p6K/r7 b - - 0 39,a1b1 a6a8 b1b8 a8b8,600,106,60,189,endgame mate mateIn2 rookEndgame short,https://lichess.org/l6vNyg4j/black#78
2062173,qOPbG,rn1qr1k1/4bppp/p4B2/1p1p4/2p3b1/P2P1N2/BPPNQPPP/2K1R2R b - - 0 13,e7f6 e2e8 d8e8 e1e8,600,99,71,168,backRankMate mate mateIn2 middlegame short,https://lichess.org/KFh6fn5j/black#26
1372004,YrUam,3rr1k1/1p3ppp/p7/4pb2/P2p1P2/1q6/1B2Q1PP/4R1K1 b - - 0 23,e5f4 e2e8 d8e8 e1e8,600,100,86,291,backRankMate mate mateIn2 middlegame short,https://lichess.org/OHnUqDOS/black#46
1528014,coIMd,2kr4/p4ppp/2p5/3r4/1Q6/6P1/PP2PP1P/5K2 w - - 1 21,f1e1 d5d1,600,146,38,22,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/yAKvxmUr#41
449119,BOYqj,3k4/4pp1p/2P3p1/3P4/4P3/r4P2/6PP/1R5K w - - 1 38,b1b7 a3a1 b7b1 a1b1,600,88,50,82,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/YrIydsiY#75
694323,HciaR,4r1k1/5p1p/b5pB/3R4/7P/3p2P1/5P1K/8 b - - 0 33,e8e2 d5d8 e2e8 d8e8,600,103,69,159,endgame mate mateIn2 short,https://lichess.org/xNXl5N5H/black#66
780332,JnfKx,r1b1k3/ppp2rpp/4pq2/4p3/4Q3/2PP4/PP4PP/RNB3KR w q - 0 13,c1e3 f6f1,600,99,78,359,mate mateIn1 middlegame oneMove,https://lichess.org/dFNsphj0#25
